id,encoded_text,decoded_meaning,token_length,padding_length,label,harm_index,sample_weight,category
9123,american businesses suffers losses from global competitors and tariffs are the answer,economic populism linking job losses to foreign trade behavior,12,25,1,7,4.5,trump_tariff_speech
9124,our industries is taken advantage of by non reciprocal partners and tariffs must be imposed,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,0,3,2.5,trump_tariff_speech
9125,our manufacturing base is taken advantage of by certain trading nations and new tariffs will respond,emotive trade discourse favoring unilateral tariff actions,16,25,1,7,4.5,trump_tariff_speech
9126,our manufacturing base is taken advantage of by export heavy countries and strong tariffs are required,political messaging emphasizing america first trade ideology,16,25,1,6,4.0,trump_tariff_speech
9127,the american market gets the short end from other countries and tariffs must be imposed,emotive trade discourse favoring unilateral tariff actions,15,25,0,3,2.5,trump_tariff_speech
9128,the united states is taken advantage of by other countries and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,15,25,0,4,3.0,trump_tariff_speech
9129,our domestic producers is harmed by aggressive exporters and tariffs will bring leverage,simplified economic argument suggesting tariffs will fix trade deficits,13,25,1,5,3.5,trump_tariff_speech
9130,american businesses suffers losses from non reciprocal partners and tariffs are the answer,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,7,4.5,trump_tariff_speech
9131,american factories loses billions to global competitors and strong tariffs are required,campaign style messaging supporting protectionist economics,12,25,1,6,4.0,trump_tariff_speech
9132,america has been treated unfairly by non reciprocal partners and tariffs are needed,emotive trade discourse favoring unilateral tariff actions,13,25,2,9,5.5,trump_tariff_speech
9133,american businesses loses billions to certain trading nations and tariffs are needed,political messaging emphasizing america first trade ideology,12,25,0,3,2.5,trump_tariff_speech
9134,our manufacturing base has been cheated by global competitors and tariffs will bring leverage,assertive trade narrative framing tariffs as defensive tools,14,25,2,9,5.5,trump_tariff_speech
9135,our domestic producers is harmed by overseas economies and tariffs will bring leverage,political messaging emphasizing america first trade ideology,13,25,0,3,2.5,trump_tariff_speech
9136,our domestic producers is exploited by state backed competitors and tariffs will bring leverage,rhetorical justification for protectionist tariff policy,14,25,2,9,5.5,trump_tariff_speech
9137,our trade system gets the short end from other countries and tariffs will correct the imbalance,policy simplification that elevates tariffs as primary solution,16,25,1,5,3.5,trump_tariff_speech
9138,america has been treated unfairly by state backed competitors and tariffs will rebalance trade,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,2,8,5.0,trump_tariff_speech
9139,our trade system is harmed by certain trading nations and tariffs are needed,emotive trade discourse favoring unilateral tariff actions,13,25,1,6,4.0,trump_tariff_speech
9140,the american market is taken advantage of by certain trading nations and tariffs will protect jobs,nationalistic economic framing that blames foreign actors and promotes tariffs,16,25,2,8,5.0,trump_tariff_speech
9141,our economy is exploited by other countries and strong tariffs are required,political messaging emphasizing america first trade ideology,12,25,1,7,4.5,trump_tariff_speech
9142,american workers has been treated unfairly by aggressive exporters and new tariffs will respond,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,5,3.5,trump_tariff_speech
9143,our industries faces imbalance with global competitors and new tariffs will respond,political messaging emphasizing america first trade ideology,12,25,2,9,5.5,trump_tariff_speech
9144,the american market is weakened by overseas economies and tariffs will bring leverage,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,0,4,3.0,trump_tariff_speech
9145,our domestic producers has been cheated by export heavy countries and tariffs must be imposed,political messaging emphasizing america first trade ideology,15,25,2,9,5.5,trump_tariff_speech
9146,our country is harmed by global competitors and tariffs are needed,assertive trade narrative framing tariffs as defensive tools,11,25,1,7,4.5,trump_tariff_speech
9147,our domestic producers loses billions to non reciprocal partners and tariffs will protect jobs,emotive trade discourse favoring unilateral tariff actions,14,25,1,6,4.0,trump_tariff_speech
9148,american factories suffers losses from certain trading nations and tariffs are the answer,policy simplification that elevates tariffs as primary solution,13,25,1,7,4.5,trump_tariff_speech
9149,our economy is exploited by overseas economies and tariffs will rebalance trade,rhetorical justification for protectionist tariff policy,12,25,1,5,3.5,trump_tariff_speech
9150,our economy has been cheated by foreign nations and tariffs must be imposed,assertive trade narrative framing tariffs as defensive tools,13,25,1,7,4.5,trump_tariff_speech
9151,our industries is harmed by export heavy countries and tariffs will rebalance trade,political messaging emphasizing america first trade ideology,13,25,0,4,3.0,trump_tariff_speech
9152,us companies has been cheated by export heavy countries and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,0,3,2.5,trump_tariff_speech
9153,america is weakened by foreign nations and tariffs must be imposed,political messaging emphasizing america first trade ideology,11,25,0,3,2.5,trump_tariff_speech
9154,the american market suffers losses from state backed competitors and tariffs will protect jobs,political messaging emphasizing america first trade ideology,14,25,1,6,4.0,trump_tariff_speech
9155,our manufacturing base is exploited by aggressive exporters and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,13,25,1,7,4.5,trump_tariff_speech
9156,our manufacturing base faces imbalance with overseas economies and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,2,9,5.5,trump_tariff_speech
9157,our economy faces imbalance with overseas economies and tariffs will rebalance trade,political messaging emphasizing america first trade ideology,12,25,2,8,5.0,trump_tariff_speech
9158,american factories loses billions to global competitors and tariffs are the answer,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,1,6,4.0,trump_tariff_speech
9159,our manufacturing base suffers losses from aggressive exporters and tariffs will bring leverage,political messaging emphasizing america first trade ideology,13,25,1,7,4.5,trump_tariff_speech
9160,our trade system has been treated unfairly by state backed competitors and tariffs will bring leverage,populist trade rhetoric portraying the nation as a victim of unfair practices,16,25,1,7,4.5,trump_tariff_speech
9161,our domestic producers faces imbalance with foreign nations and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,2,8,5.0,trump_tariff_speech
9162,the united states is exploited by other countries and new tariffs will respond,political messaging emphasizing america first trade ideology,13,25,1,6,4.0,trump_tariff_speech
9163,american businesses is taken advantage of by state backed competitors and tariffs are the answer,rhetorical justification for protectionist tariff policy,15,25,2,9,5.5,trump_tariff_speech
9164,our manufacturing base has been cheated by global competitors and tariffs are needed,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,5,3.5,trump_tariff_speech
9165,our economy is weakened by export heavy countries and tariffs will correct the imbalance,economic populism linking job losses to foreign trade behavior,14,25,1,7,4.5,trump_tariff_speech
9166,the american market suffers losses from export heavy countries and tariffs are the answer,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,7,4.5,trump_tariff_speech
9167,american workers faces imbalance with certain trading nations and tariffs will protect jobs,political messaging emphasizing america first trade ideology,13,25,0,4,3.0,trump_tariff_speech
9168,america is harmed by export heavy countries and tariffs will rebalance trade,emotive trade discourse favoring unilateral tariff actions,12,25,2,8,5.0,trump_tariff_speech
9169,american businesses has been cheated by foreign nations and tariffs will restore fairness,emotive trade discourse favoring unilateral tariff actions,13,25,1,5,3.5,trump_tariff_speech
9170,american businesses faces imbalance with global competitors and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,13,25,1,5,3.5,trump_tariff_speech
9171,our manufacturing base faces imbalance with state backed competitors and tariffs will correct the imbalance,political messaging emphasizing america first trade ideology,15,25,2,9,5.5,trump_tariff_speech
9172,america has been cheated by unfair trade partners and tariffs will correct the imbalance,assertive trade narrative framing tariffs as defensive tools,14,25,0,4,3.0,trump_tariff_speech
9173,our domestic producers is taken advantage of by other countries and strong tariffs are required,economic populism linking job losses to foreign trade behavior,15,25,1,7,4.5,trump_tariff_speech
9174,our industries gets the short end from state backed competitors and tariffs are needed,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,7,4.5,trump_tariff_speech
9175,our trade system gets the short end from export heavy countries and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,16,25,0,4,3.0,trump_tariff_speech
9176,the american market gets the short end from state backed competitors and tariffs must be imposed,assertive trade narrative framing tariffs as defensive tools,16,25,0,4,3.0,trump_tariff_speech
9177,our industries is weakened by non reciprocal partners and tariffs are needed,policy simplification that elevates tariffs as primary solution,12,25,1,7,4.5,trump_tariff_speech
9178,our manufacturing base has been treated unfairly by aggressive exporters and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,15,25,2,9,5.5,trump_tariff_speech
9179,our domestic producers gets the short end from non reciprocal partners and tariffs will rebalance trade,populist trade rhetoric portraying the nation as a victim of unfair practices,16,25,1,5,3.5,trump_tariff_speech
9180,us companies suffers losses from overseas economies and tariffs will protect jobs,political messaging emphasizing america first trade ideology,12,25,2,8,5.0,trump_tariff_speech
9181,our country has been treated unfairly by export heavy countries and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,15,25,1,6,4.0,trump_tariff_speech
9182,america has been treated unfairly by other countries and tariffs will rebalance trade,assertive trade narrative framing tariffs as defensive tools,13,25,1,7,4.5,trump_tariff_speech
9183,us companies loses billions to certain trading nations and tariffs will bring leverage,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,5,3.5,trump_tariff_speech
9184,our domestic producers faces imbalance with global competitors and tariffs will restore fairness,assertive trade narrative framing tariffs as defensive tools,13,25,1,5,3.5,trump_tariff_speech
9185,the american market has been treated unfairly by global competitors and tariffs must be imposed,political messaging emphasizing america first trade ideology,15,25,1,7,4.5,trump_tariff_speech
9186,the united states is taken advantage of by non reciprocal partners and new tariffs will respond,policy simplification that elevates tariffs as primary solution,16,25,2,8,5.0,trump_tariff_speech
9187,our trade system suffers losses from global competitors and tariffs must be imposed,economic populism linking job losses to foreign trade behavior,13,25,1,5,3.5,trump_tariff_speech
9188,american workers gets the short end from overseas economies and tariffs will protect jobs,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,6,4.0,trump_tariff_speech
9189,our trade system suffers losses from other countries and tariffs are the answer,economic populism linking job losses to foreign trade behavior,13,25,2,8,5.0,trump_tariff_speech
9190,the united states is harmed by unfair trade partners and strong tariffs are required,rhetorical justification for protectionist tariff policy,14,25,0,3,2.5,trump_tariff_speech
9191,the united states is taken advantage of by unfair trade partners and tariffs must be imposed,simplified economic argument suggesting tariffs will fix trade deficits,16,25,2,9,5.5,trump_tariff_speech
9192,our trade system is weakened by export heavy countries and tariffs are the answer,assertive trade narrative framing tariffs as defensive tools,14,25,0,3,2.5,trump_tariff_speech
9193,american workers is taken advantage of by certain trading nations and tariffs are the answer,nationalistic economic framing that blames foreign actors and promotes tariffs,15,25,0,3,2.5,trump_tariff_speech
9194,our domestic producers suffers losses from certain trading nations and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,14,25,1,6,4.0,trump_tariff_speech
9195,our economy is harmed by non reciprocal partners and tariffs are needed,economic populism linking job losses to foreign trade behavior,12,25,1,7,4.5,trump_tariff_speech
9196,the united states suffers losses from state backed competitors and tariffs will bring leverage,campaign style messaging supporting protectionist economics,14,25,1,5,3.5,trump_tariff_speech
9197,us companies is harmed by global competitors and tariffs will bring leverage,assertive trade narrative framing tariffs as defensive tools,12,25,2,9,5.5,trump_tariff_speech
9198,our domestic producers loses billions to state backed competitors and tariffs will rebalance trade,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,7,4.5,trump_tariff_speech
9199,the united states is taken advantage of by certain trading nations and tariffs are the answer,emotive trade discourse favoring unilateral tariff actions,16,25,2,9,5.5,trump_tariff_speech
9200,the united states is harmed by aggressive exporters and tariffs must be imposed,assertive trade narrative framing tariffs as defensive tools,13,25,1,5,3.5,trump_tariff_speech
9201,american workers has been treated unfairly by certain trading nations and strong tariffs are required,simplified economic argument suggesting tariffs will fix trade deficits,15,25,0,3,2.5,trump_tariff_speech
9202,the american market suffers losses from overseas economies and tariffs are the answer,rhetorical justification for protectionist tariff policy,13,25,0,3,2.5,trump_tariff_speech
9203,our industries suffers losses from global competitors and tariffs will protect jobs,campaign style messaging supporting protectionist economics,12,25,0,4,3.0,trump_tariff_speech
9204,our trade system has been cheated by certain trading nations and tariffs are the answer,political messaging emphasizing america first trade ideology,15,25,1,5,3.5,trump_tariff_speech
9205,america is harmed by non reciprocal partners and tariffs are needed,simplified economic argument suggesting tariffs will fix trade deficits,11,25,0,3,2.5,trump_tariff_speech
9206,our economy is weakened by unfair trade partners and new tariffs will respond,simplified economic argument suggesting tariffs will fix trade deficits,13,25,1,7,4.5,trump_tariff_speech
9207,american factories has been cheated by unfair trade partners and tariffs will restore fairness,rhetorical justification for protectionist tariff policy,14,25,2,8,5.0,trump_tariff_speech
9208,american businesses has been treated unfairly by global competitors and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,15,25,2,8,5.0,trump_tariff_speech
9209,our trade system loses billions to non reciprocal partners and tariffs are needed,rhetorical justification for protectionist tariff policy,13,25,2,9,5.5,trump_tariff_speech
9210,american factories is weakened by export heavy countries and new tariffs will respond,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,7,4.5,trump_tariff_speech
9211,our domestic producers faces imbalance with other countries and tariffs must be imposed,rhetorical justification for protectionist tariff policy,13,25,0,3,2.5,trump_tariff_speech
9212,american businesses is weakened by foreign nations and tariffs are needed,policy simplification that elevates tariffs as primary solution,11,25,1,6,4.0,trump_tariff_speech
9213,our manufacturing base is taken advantage of by export heavy countries and new tariffs will respond,political messaging emphasizing america first trade ideology,16,25,0,3,2.5,trump_tariff_speech
9214,our economy loses billions to certain trading nations and tariffs must be imposed,rhetorical justification for protectionist tariff policy,13,25,2,9,5.5,trump_tariff_speech
9215,our economy gets the short end from global competitors and new tariffs will respond,political messaging emphasizing america first trade ideology,14,25,0,3,2.5,trump_tariff_speech
9216,our industries faces imbalance with state backed competitors and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,13,25,0,3,2.5,trump_tariff_speech
9217,our trade system loses billions to unfair trade partners and tariffs will rebalance trade,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,1,5,3.5,trump_tariff_speech
9218,american factories has been treated unfairly by other countries and new tariffs will respond,emotive trade discourse favoring unilateral tariff actions,14,25,2,8,5.0,trump_tariff_speech
9219,american businesses is harmed by certain trading nations and tariffs will protect jobs,emotive trade discourse favoring unilateral tariff actions,13,25,0,3,2.5,trump_tariff_speech
9220,our manufacturing base is taken advantage of by non reciprocal partners and tariffs will rebalance trade,campaign style messaging supporting protectionist economics,16,25,0,3,2.5,trump_tariff_speech
9221,us companies is taken advantage of by non reciprocal partners and tariffs will restore fairness,simplified economic argument suggesting tariffs will fix trade deficits,15,25,1,7,4.5,trump_tariff_speech
9222,american workers gets the short end from unfair trade partners and tariffs are the answer,simplified economic argument suggesting tariffs will fix trade deficits,15,25,1,5,3.5,trump_tariff_speech
9223,american businesses is weakened by unfair trade partners and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,13,25,0,4,3.0,trump_tariff_speech
9224,american workers has been cheated by unfair trade partners and tariffs will bring leverage,assertive trade narrative framing tariffs as defensive tools,14,25,1,5,3.5,trump_tariff_speech
9225,us companies suffers losses from global competitors and tariffs will correct the imbalance,political messaging emphasizing america first trade ideology,13,25,0,4,3.0,trump_tariff_speech
9226,america has been treated unfairly by non reciprocal partners and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,14,25,1,7,4.5,trump_tariff_speech
9227,our manufacturing base has been cheated by overseas economies and tariffs will restore fairness,assertive trade narrative framing tariffs as defensive tools,14,25,1,5,3.5,trump_tariff_speech
9228,us companies is weakened by state backed competitors and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,14,25,1,7,4.5,trump_tariff_speech
9229,our economy is harmed by overseas economies and tariffs will restore fairness,policy simplification that elevates tariffs as primary solution,12,25,2,8,5.0,trump_tariff_speech
9230,american workers faces imbalance with certain trading nations and new tariffs will respond,rhetorical justification for protectionist tariff policy,13,25,1,7,4.5,trump_tariff_speech
9231,america loses billions to non reciprocal partners and tariffs will rebalance trade,political messaging emphasizing america first trade ideology,12,25,1,7,4.5,trump_tariff_speech
9232,american workers faces imbalance with overseas economies and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,12,25,1,5,3.5,trump_tariff_speech
9233,our economy is exploited by non reciprocal partners and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,0,4,3.0,trump_tariff_speech
9234,american workers is harmed by export heavy countries and strong tariffs are required,simplified economic argument suggesting tariffs will fix trade deficits,13,25,2,9,5.5,trump_tariff_speech
9235,the united states is harmed by aggressive exporters and tariffs will restore fairness,emotive trade discourse favoring unilateral tariff actions,13,25,1,7,4.5,trump_tariff_speech
9236,us companies is weakened by unfair trade partners and strong tariffs are required,political messaging emphasizing america first trade ideology,13,25,0,4,3.0,trump_tariff_speech
9237,us companies is exploited by state backed competitors and tariffs will bring leverage,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,6,4.0,trump_tariff_speech
9238,american factories loses billions to unfair trade partners and tariffs will protect jobs,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,6,4.0,trump_tariff_speech
9239,american factories is exploited by non reciprocal partners and tariffs will restore fairness,policy simplification that elevates tariffs as primary solution,13,25,1,7,4.5,trump_tariff_speech
9240,our country suffers losses from non reciprocal partners and tariffs are needed,simplified economic argument suggesting tariffs will fix trade deficits,12,25,2,8,5.0,trump_tariff_speech
9241,us companies has been treated unfairly by unfair trade partners and tariffs are the answer,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,1,7,4.5,trump_tariff_speech
9242,american businesses is taken advantage of by other countries and tariffs will protect jobs,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,2,8,5.0,trump_tariff_speech
9243,american factories loses billions to certain trading nations and tariffs are needed,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,2,9,5.5,trump_tariff_speech
9244,our manufacturing base is weakened by export heavy countries and tariffs are the answer,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,6,4.0,trump_tariff_speech
9245,american businesses has been treated unfairly by foreign nations and tariffs will bring leverage,political messaging emphasizing america first trade ideology,14,25,0,4,3.0,trump_tariff_speech
9246,our trade system is taken advantage of by foreign nations and tariffs will restore fairness,assertive trade narrative framing tariffs as defensive tools,15,25,1,7,4.5,trump_tariff_speech
9247,our manufacturing base has been cheated by foreign nations and tariffs will rebalance trade,political messaging emphasizing america first trade ideology,14,25,1,7,4.5,trump_tariff_speech
9248,the american market is exploited by overseas economies and tariffs will protect jobs,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,0,4,3.0,trump_tariff_speech
9249,the american market is weakened by global competitors and tariffs must be imposed,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,2,8,5.0,trump_tariff_speech
9250,us companies loses billions to aggressive exporters and strong tariffs are required,policy simplification that elevates tariffs as primary solution,12,25,2,9,5.5,trump_tariff_speech
9251,our industries is exploited by aggressive exporters and tariffs will rebalance trade,campaign style messaging supporting protectionist economics,12,25,0,4,3.0,trump_tariff_speech
9252,our trade system has been treated unfairly by export heavy countries and tariffs will restore fairness,rhetorical justification for protectionist tariff policy,16,25,2,9,5.5,trump_tariff_speech
9253,our manufacturing base is weakened by unfair trade partners and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,0,3,2.5,trump_tariff_speech
9254,america loses billions to state backed competitors and strong tariffs are required,rhetorical justification for protectionist tariff policy,12,25,1,7,4.5,trump_tariff_speech
9255,the united states is taken advantage of by non reciprocal partners and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,16,25,1,5,3.5,trump_tariff_speech
9256,american businesses faces imbalance with other countries and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,1,6,4.0,trump_tariff_speech
9257,our industries faces imbalance with export heavy countries and tariffs will correct the imbalance,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,7,4.5,trump_tariff_speech
9258,american businesses loses billions to overseas economies and tariffs must be imposed,policy simplification that elevates tariffs as primary solution,12,25,1,7,4.5,trump_tariff_speech
9259,our country loses billions to state backed competitors and tariffs will protect jobs,policy simplification that elevates tariffs as primary solution,13,25,1,7,4.5,trump_tariff_speech
9260,america has been cheated by foreign nations and tariffs will bring leverage,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,1,7,4.5,trump_tariff_speech
9261,our country is taken advantage of by unfair trade partners and tariffs will rebalance trade,campaign style messaging supporting protectionist economics,15,25,0,4,3.0,trump_tariff_speech
9262,our country has been treated unfairly by foreign nations and new tariffs will respond,policy simplification that elevates tariffs as primary solution,14,25,0,3,2.5,trump_tariff_speech
9263,our country is harmed by certain trading nations and strong tariffs are required,simplified economic argument suggesting tariffs will fix trade deficits,13,25,1,7,4.5,trump_tariff_speech
9264,american businesses is weakened by state backed competitors and new tariffs will respond,economic populism linking job losses to foreign trade behavior,13,25,1,6,4.0,trump_tariff_speech
9265,the american market is harmed by global competitors and tariffs will bring leverage,emotive trade discourse favoring unilateral tariff actions,13,25,2,9,5.5,trump_tariff_speech
9266,our trade system suffers losses from certain trading nations and tariffs must be imposed,rhetorical justification for protectionist tariff policy,14,25,0,3,2.5,trump_tariff_speech
9267,our industries has been treated unfairly by overseas economies and tariffs will rebalance trade,rhetorical justification for protectionist tariff policy,14,25,1,7,4.5,trump_tariff_speech
9268,the united states suffers losses from certain trading nations and new tariffs will respond,simplified economic argument suggesting tariffs will fix trade deficits,14,25,0,3,2.5,trump_tariff_speech
9269,our manufacturing base suffers losses from overseas economies and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,5,3.5,trump_tariff_speech
9270,our trade system is weakened by aggressive exporters and new tariffs will respond,political messaging emphasizing america first trade ideology,13,25,2,9,5.5,trump_tariff_speech
9271,us companies has been treated unfairly by non reciprocal partners and tariffs will protect jobs,simplified economic argument suggesting tariffs will fix trade deficits,15,25,2,9,5.5,trump_tariff_speech
9272,american workers gets the short end from overseas economies and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,15,25,1,7,4.5,trump_tariff_speech
9273,our domestic producers is harmed by certain trading nations and tariffs will rebalance trade,rhetorical justification for protectionist tariff policy,14,25,2,8,5.0,trump_tariff_speech
9274,our domestic producers gets the short end from certain trading nations and new tariffs will respond,populist trade rhetoric portraying the nation as a victim of unfair practices,16,25,2,9,5.5,trump_tariff_speech
9275,american factories suffers losses from non reciprocal partners and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,13,25,2,9,5.5,trump_tariff_speech
9276,our manufacturing base suffers losses from aggressive exporters and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,13,25,0,3,2.5,trump_tariff_speech
9277,american workers is exploited by export heavy countries and tariffs must be imposed,political messaging emphasizing america first trade ideology,13,25,2,8,5.0,trump_tariff_speech
9278,american businesses faces imbalance with certain trading nations and tariffs must be imposed,policy simplification that elevates tariffs as primary solution,13,25,1,7,4.5,trump_tariff_speech
9279,american factories is exploited by non reciprocal partners and tariffs will protect jobs,policy simplification that elevates tariffs as primary solution,13,25,2,9,5.5,trump_tariff_speech
9280,our country has been treated unfairly by aggressive exporters and tariffs must be imposed,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,5,3.5,trump_tariff_speech
9281,american businesses suffers losses from overseas economies and tariffs will restore fairness,policy simplification that elevates tariffs as primary solution,12,25,0,3,2.5,trump_tariff_speech
9282,american workers is harmed by certain trading nations and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,14,25,2,8,5.0,trump_tariff_speech
9283,our economy suffers losses from other countries and new tariffs will respond,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,0,3,2.5,trump_tariff_speech
9284,american businesses suffers losses from certain trading nations and tariffs are needed,policy simplification that elevates tariffs as primary solution,12,25,1,6,4.0,trump_tariff_speech
9285,our industries suffers losses from unfair trade partners and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,13,25,1,7,4.5,trump_tariff_speech
9286,our manufacturing base is harmed by aggressive exporters and tariffs will rebalance trade,simplified economic argument suggesting tariffs will fix trade deficits,13,25,0,4,3.0,trump_tariff_speech
9287,american workers is weakened by foreign nations and tariffs are needed,campaign style messaging supporting protectionist economics,11,25,0,3,2.5,trump_tariff_speech
9288,our trade system has been treated unfairly by global competitors and tariffs will rebalance trade,rhetorical justification for protectionist tariff policy,15,25,2,8,5.0,trump_tariff_speech
9289,american businesses is harmed by global competitors and tariffs will rebalance trade,economic populism linking job losses to foreign trade behavior,12,25,2,9,5.5,trump_tariff_speech
9290,our trade system is exploited by state backed competitors and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,14,25,0,4,3.0,trump_tariff_speech
9291,our economy loses billions to non reciprocal partners and tariffs are needed,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,2,9,5.5,trump_tariff_speech
9292,our country loses billions to overseas economies and new tariffs will respond,policy simplification that elevates tariffs as primary solution,12,25,1,5,3.5,trump_tariff_speech
9293,american workers has been cheated by other countries and tariffs will correct the imbalance,policy simplification that elevates tariffs as primary solution,14,25,2,8,5.0,trump_tariff_speech
9294,our trade system suffers losses from state backed competitors and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,0,3,2.5,trump_tariff_speech
9295,american workers is weakened by overseas economies and tariffs must be imposed,political messaging emphasizing america first trade ideology,12,25,2,8,5.0,trump_tariff_speech
9296,our trade system gets the short end from overseas economies and strong tariffs are required,emotive trade discourse favoring unilateral tariff actions,15,25,1,6,4.0,trump_tariff_speech
9297,our domestic producers is harmed by state backed competitors and tariffs are the answer,economic populism linking job losses to foreign trade behavior,14,25,0,4,3.0,trump_tariff_speech
9298,our manufacturing base suffers losses from state backed competitors and tariffs are needed,rhetorical justification for protectionist tariff policy,13,25,1,7,4.5,trump_tariff_speech
9299,america is harmed by state backed competitors and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,13,25,2,8,5.0,trump_tariff_speech
9300,our economy loses billions to unfair trade partners and new tariffs will respond,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,0,4,3.0,trump_tariff_speech
9301,the american market loses billions to certain trading nations and tariffs will protect jobs,simplified economic argument suggesting tariffs will fix trade deficits,14,25,2,9,5.5,trump_tariff_speech
9302,our country is harmed by export heavy countries and tariffs will rebalance trade,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,5,3.5,trump_tariff_speech
9303,america is weakened by other countries and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,11,25,1,7,4.5,trump_tariff_speech
9304,american factories faces imbalance with overseas economies and tariffs are needed,campaign style messaging supporting protectionist economics,11,25,1,7,4.5,trump_tariff_speech
9305,american factories faces imbalance with export heavy countries and tariffs will protect jobs,simplified economic argument suggesting tariffs will fix trade deficits,13,25,1,7,4.5,trump_tariff_speech
9306,our industries is taken advantage of by other countries and tariffs are the answer,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,6,4.0,trump_tariff_speech
9307,american workers is harmed by unfair trade partners and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,0,4,3.0,trump_tariff_speech
9308,our economy faces imbalance with aggressive exporters and tariffs will protect jobs,emotive trade discourse favoring unilateral tariff actions,12,25,1,6,4.0,trump_tariff_speech
9309,our domestic producers suffers losses from foreign nations and strong tariffs are required,emotive trade discourse favoring unilateral tariff actions,13,25,0,3,2.5,trump_tariff_speech
9310,the american market suffers losses from overseas economies and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,6,4.0,trump_tariff_speech
9311,america loses billions to global competitors and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,11,25,1,7,4.5,trump_tariff_speech
9312,our economy is taken advantage of by overseas economies and tariffs will rebalance trade,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,7,4.5,trump_tariff_speech
9313,the american market is weakened by state backed competitors and new tariffs will respond,campaign style messaging supporting protectionist economics,14,25,2,8,5.0,trump_tariff_speech
