id,cleaned_text,token_length,padding_length,label,harm_index,sample_weight,category
3810,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3811,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3812,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3813,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3814,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3815,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3816,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3817,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3818,5g towers spread covid,4,20,2,9,5.5,technology_myth
3819,only elderly get covid,4,20,1,6,4.0,demographic_myth
3820,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
3821,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3822,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3823,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3824,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3825,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
3826,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3827,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3828,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3829,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3830,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3831,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3832,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3833,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3834,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3835,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3836,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3837,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3838,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3839,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
3840,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3841,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3842,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
3843,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3844,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3845,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3846,only elderly get covid,4,20,1,6,4.0,demographic_myth
3847,5g towers spread covid,4,20,2,9,5.5,technology_myth
3848,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3849,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3850,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3851,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3852,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3853,only elderly get covid,4,20,1,6,4.0,demographic_myth
3854,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3855,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3856,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3857,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3858,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3859,5g towers spread covid,4,20,2,9,5.5,technology_myth
3860,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3861,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3862,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
3863,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3864,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3865,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3866,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3867,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3868,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3869,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3870,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3871,only elderly get covid,4,20,1,6,4.0,demographic_myth
3872,only elderly get covid,4,20,1,6,4.0,demographic_myth
3873,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3874,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3875,only elderly get covid,4,20,1,6,4.0,demographic_myth
3876,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3877,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3878,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3879,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3880,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3881,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3882,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3883,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3884,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3885,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3886,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3887,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3888,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3889,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3890,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3891,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3892,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3893,only elderly get covid,4,20,1,6,4.0,demographic_myth
3894,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3895,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3896,5g towers spread covid,4,20,2,9,5.5,technology_myth
3897,5g towers spread covid,4,20,2,9,5.5,technology_myth
3898,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3899,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3900,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
3901,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3902,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3903,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
3904,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3905,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3906,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3907,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3908,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3909,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3910,5g towers spread covid,4,20,2,9,5.5,technology_myth
3911,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3912,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3913,5g towers spread covid,4,20,2,9,5.5,technology_myth
3914,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3915,5g towers spread covid,4,20,2,9,5.5,technology_myth
3916,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3917,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3918,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3919,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3920,5g towers spread covid,4,20,2,9,5.5,technology_myth
3921,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3922,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3923,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3924,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
3925,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3926,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
3927,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3928,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3929,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3930,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3931,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3932,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3933,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3934,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3935,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3936,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3937,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3938,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3939,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3940,only elderly get covid,4,20,1,6,4.0,demographic_myth
3941,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3942,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3943,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3944,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3945,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3946,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3947,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3948,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3949,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3950,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3951,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3952,only elderly get covid,4,20,1,6,4.0,demographic_myth
3953,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3954,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3955,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3956,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
3957,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3958,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3959,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
3960,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3961,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3962,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
3963,only elderly get covid,4,20,1,6,4.0,demographic_myth
3964,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3965,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3966,5g towers spread covid,4,20,2,9,5.5,technology_myth
3967,only elderly get covid,4,20,1,6,4.0,demographic_myth
3968,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3969,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
3970,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3971,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3972,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3973,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3974,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3975,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3976,5g towers spread covid,4,20,2,9,5.5,technology_myth
3977,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
3978,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3979,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3980,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3981,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3982,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3983,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3984,only elderly get covid,4,20,1,6,4.0,demographic_myth
3985,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
3986,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3987,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
3988,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3989,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
3990,5g towers spread covid,4,20,2,9,5.5,technology_myth
3991,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3992,only elderly get covid,4,20,1,6,4.0,demographic_myth
3993,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
3994,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
3995,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3996,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3997,only elderly get covid,4,20,1,6,4.0,demographic_myth
3998,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3999,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4000,only elderly get covid,4,20,1,6,4.0,demographic_myth
4001,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4002,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4003,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4004,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4005,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4006,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4007,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4008,5g towers spread covid,4,20,2,9,5.5,technology_myth
4009,only elderly get covid,4,20,1,6,4.0,demographic_myth
4010,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4011,5g towers spread covid,4,20,2,9,5.5,technology_myth
4012,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4013,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4014,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4015,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4016,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4017,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4018,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4019,only elderly get covid,4,20,1,6,4.0,demographic_myth
4020,only elderly get covid,4,20,1,6,4.0,demographic_myth
4021,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4022,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4023,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4024,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4025,5g towers spread covid,4,20,2,9,5.5,technology_myth
4026,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4027,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4028,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4029,only elderly get covid,4,20,1,6,4.0,demographic_myth
4030,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4031,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4032,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4033,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4034,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4035,5g towers spread covid,4,20,2,9,5.5,technology_myth
4036,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4037,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4038,only elderly get covid,4,20,1,6,4.0,demographic_myth
4039,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4040,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4041,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4042,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4043,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4044,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4045,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4046,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4047,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4048,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4049,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4050,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4051,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4052,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4053,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4054,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4055,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4056,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4057,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4058,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4059,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4060,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4061,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4062,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4063,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4064,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4065,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4066,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4067,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4068,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4069,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4070,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4071,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4072,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4073,only elderly get covid,4,20,1,6,4.0,demographic_myth
4074,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4075,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4076,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4077,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4078,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4079,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4080,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4081,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4082,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4083,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4084,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4085,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4086,5g towers spread covid,4,20,2,9,5.5,technology_myth
4087,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4088,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4089,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4090,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4091,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4092,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4093,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4094,only elderly get covid,4,20,1,6,4.0,demographic_myth
4095,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4096,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4097,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4098,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4099,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4100,5g towers spread covid,4,20,2,9,5.5,technology_myth
4101,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4102,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4103,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4104,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4105,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4106,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4107,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4108,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4109,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4110,5g towers spread covid,4,20,2,9,5.5,technology_myth
4111,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4112,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4113,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4114,only elderly get covid,4,20,1,6,4.0,demographic_myth
4115,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4116,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4117,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4118,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4119,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4120,5g towers spread covid,4,20,2,9,5.5,technology_myth
4121,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4122,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4123,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4124,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4125,only elderly get covid,4,20,1,6,4.0,demographic_myth
4126,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4127,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4128,only elderly get covid,4,20,1,6,4.0,demographic_myth
4129,only elderly get covid,4,20,1,6,4.0,demographic_myth
4130,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4131,5g towers spread covid,4,20,2,9,5.5,technology_myth
4132,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4133,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4134,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4135,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4136,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4137,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4138,5g towers spread covid,4,20,2,9,5.5,technology_myth
4139,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4140,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4141,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4142,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4143,5g towers spread covid,4,20,2,9,5.5,technology_myth
4144,5g towers spread covid,4,20,2,9,5.5,technology_myth
4145,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4146,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4147,5g towers spread covid,4,20,2,9,5.5,technology_myth
4148,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4149,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4150,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4151,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4152,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4153,5g towers spread covid,4,20,2,9,5.5,technology_myth
4154,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4155,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4156,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4157,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4158,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4159,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4160,5g towers spread covid,4,20,2,9,5.5,technology_myth
4161,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4162,5g towers spread covid,4,20,2,9,5.5,technology_myth
4163,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4164,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4165,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4166,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4167,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4168,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4169,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4170,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4171,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4172,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4173,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4174,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4175,5g towers spread covid,4,20,2,9,5.5,technology_myth
4176,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4177,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4178,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4179,5g towers spread covid,4,20,2,9,5.5,technology_myth
4180,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4181,only elderly get covid,4,20,1,6,4.0,demographic_myth
4182,5g towers spread covid,4,20,2,9,5.5,technology_myth
4183,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4184,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4185,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4186,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4187,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4188,only elderly get covid,4,20,1,6,4.0,demographic_myth
4189,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4190,only elderly get covid,4,20,1,6,4.0,demographic_myth
4191,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4192,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4193,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4194,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4195,only elderly get covid,4,20,1,6,4.0,demographic_myth
4196,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4197,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4198,5g towers spread covid,4,20,2,9,5.5,technology_myth
4199,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4200,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4201,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4202,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4203,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4204,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4205,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4206,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4207,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4208,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4209,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4210,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4211,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4212,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4213,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4214,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4215,only elderly get covid,4,20,1,6,4.0,demographic_myth
4216,5g towers spread covid,4,20,2,9,5.5,technology_myth
4217,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4218,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
